"","text","favorited","favoriteCount","created","truncated","id","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","Don’t ever accidentally drop anything valuable on the tracks, friends. @SEPTA will lie to you for two weeks straigh… https://t.co/WBWmz2NdW7",FALSE,0,2022-11-30 02:07:38,TRUE,"1597774321430433792","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SrFischetti",0,FALSE,FALSE,NA,NA
"12","im right here waiting for you(farahcynthiabella)",FALSE,0,2022-11-30 01:56:07,FALSE,"1597771423879397377","<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","septa_kevin",0,FALSE,FALSE,NA,NA
"13","sayang kamu far :* dont go!!!i need YOU",FALSE,0,2022-11-30 01:56:07,FALSE,"1597771422793105408","<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","septa_kevin",0,FALSE,FALSE,NA,NA
"14","RT @severedlimb666: After a 12 hour day there’s nothing I love more than absolutely railing the smoke of other people’s cigarettes while in…",FALSE,0,2022-11-30 01:40:36,FALSE,"1597767521800978432","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FailSepta",1,TRUE,FALSE,NA,NA
"15","After a 12 hour day there’s nothing I love more than absolutely railing the smoke of other people’s cigarettes whil… https://t.co/kUaQ3GQJWi",FALSE,3,2022-11-30 01:38:22,TRUE,"1597766958807945216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","severedlimb666",1,FALSE,FALSE,NA,NA
"16","Warminster: Train #460 going to Warminster is operating 10 minutes late. Last at Fern Rock TC.",FALSE,1,2022-11-30 01:36:02,FALSE,"1597766369973518338","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"17","Warminster: Train #460 going to Warminster is operating 10 minutes late. Last at Fern Rock TC.",FALSE,0,2022-11-30 01:36:02,FALSE,"1597766369046585345","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_WAR</a>","SEPTA_WAR",0,FALSE,FALSE,NA,NA
"18","I started a book on the SEPTA platform, read it while on my train, finished it after I made dinner and now I have t… https://t.co/Jdb9trfMjU",FALSE,0,2022-11-30 01:35:51,TRUE,"1597766324348145664","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juliannakearn",0,FALSE,FALSE,NA,NA
"19","Doylestown: Train #6535 going to 30th St is operating 10 minutes late. Last at Chalfont.",FALSE,1,2022-11-30 01:34:02,FALSE,"1597765868720717824","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"20","Doylestown: Train #6535 going to 30th St is operating 10 minutes late. Last at Chalfont.",FALSE,0,2022-11-30 01:34:02,FALSE,"1597765867831529478","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_DOY</a>","SEPTA_DOY",0,FALSE,FALSE,NA,NA
"21","@SEPTA_SOCIAL What's going on with the 44 bus to Ardmore. 9670 that leaves 15 &amp; JFK at 7:32PM? Didn't turn on Haver… https://t.co/y3Y7bgdTix",FALSE,0,2022-11-30 01:32:24,TRUE,"1597765456366284800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","REELithe",0,FALSE,FALSE,NA,NA
"22","@ShaneAvery Wait… is this the Shame septa!? https://t.co/C03t481Eoy",FALSE,0,2022-11-30 01:32:19,FALSE,"1597765436208128000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","D_V_S_",0,FALSE,FALSE,NA,NA
"23","@SEPTA_SOCIAL Isn't that fern rock? Not sure of the bus routes",FALSE,0,2022-11-30 01:31:51,FALSE,"1597765319074152448","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Teambuck2005",0,FALSE,FALSE,NA,NA
"24","@SEPTA_SOCIAL @JonasMcivitas @intersection_co Should not*",FALSE,0,2022-11-30 01:29:01,FALSE,"1597764606457688067","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MelissaMazur9",0,FALSE,FALSE,NA,NA
"25","@SEPTA_SOCIAL @JonasMcivitas @intersection_co Thanks! I certainly hope this was a part of the redesign. Otherwise n… https://t.co/hwlVvPrI3t",FALSE,0,2022-11-30 01:28:34,TRUE,"1597764490543579136","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MelissaMazur9",0,FALSE,FALSE,NA,NA
"26","RT @openhearthur: I fucking hate Septa man 😓 these fuck ass kids, the cigarettes, the piss, the homeless people. All of it.",FALSE,0,2022-11-30 01:26:28,FALSE,"1597763962376183808","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","docksidebob1",3,TRUE,FALSE,NA,NA
"27","@SEPTA_SOCIAL Fern Rock the subway rain all the way to South Philly ???(",FALSE,0,2022-11-30 01:26:15,FALSE,"1597763910337036288","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scandal_4610",0,FALSE,FALSE,NA,NA
"28","⚡PREMINT LIVE:

@wcontois1,@royce95886579,@GouspillasMarie,@BaWan7788,@PSarkhan,@Jopzable,@berly_septa,… https://t.co/oFug8TlwaP",FALSE,0,2022-11-30 01:17:15,TRUE,"1597761645773983744","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Michell62349519",0,FALSE,FALSE,NA,NA
"29","RT @dooley20_margie: @FailSepta @HeinleKim @_LeslieRichards @ABuschPhilaSJ @SEPTA_SOCIAL @phillyTRU @DamonMast @DPearsonPHL @Kelly_E_Greene…",FALSE,0,2022-11-30 01:03:48,FALSE,"1597758258974162945","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lasavloff",1,TRUE,FALSE,NA,NA
"30","@FailSepta @HeinleKim @_LeslieRichards @ABuschPhilaSJ @SEPTA_SOCIAL @phillyTRU @DamonMast @DPearsonPHL… https://t.co/042bMZtwAz",FALSE,2,2022-11-30 01:03:20,TRUE,"1597758139520077824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dooley20_margie",1,FALSE,FALSE,NA,NA
"31","Media: Train #2329 going to Wawa is operating 10 minutes late. Last at Temple U.",FALSE,1,2022-11-30 01:02:03,FALSE,"1597757818379161603","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"32","Media: Train #2329 going to Wawa is operating 10 minutes late. Last at Temple U.",FALSE,0,2022-11-30 01:02:03,FALSE,"1597757817523421187","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_ELW</a>","SEPTA_MED",0,FALSE,FALSE,NA,NA
"33","Is this @SEPTA_SOCIAL's own FAKE ACCOUNT

Just throw alerts out there and pray somebody is listening. Its almost li… https://t.co/KRQUVE9eyA",FALSE,2,2022-11-30 01:01:10,TRUE,"1597757595363995648","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FailSepta",0,FALSE,FALSE,NA,NA
"34","@markjfree @rainywonks @KeeleyFox29 @PhillyPolice @SEPTA @FOX29philly It's not racist to focus on the race of the c… https://t.co/CxmpV5IVcb",FALSE,0,2022-11-30 00:53:19,TRUE,"1597755622304681985","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UltraMagaUSA2",0,FALSE,FALSE,NA,NA
"35","Newark: Train #5229 going to Wilmington is operating 10 minutes late. Last at Penn Medicine Station.",FALSE,1,2022-11-30 00:52:03,FALSE,"1597755302010843136","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"36","Newark: Train #5229 going to Wilmington is operating 10 minutes late. Last at Penn Medicine Station.",FALSE,0,2022-11-30 00:52:03,FALSE,"1597755300949512192","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_WIL</a>","SEPTA_WIL",0,FALSE,FALSE,NA,NA
"37","@markjfree @KeeleyFox29 @PhillyPolice @SEPTA @FOX29philly If what they are saying is true, it's not racism. The facts are the facts.",FALSE,0,2022-11-30 00:51:59,FALSE,"1597755286005383169","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UltraMagaUSA2",0,FALSE,FALSE,NA,NA
"38","is lord of the rings a christmas movie",FALSE,0,2022-11-30 00:49:37,FALSE,"1597754691181776899","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","septa_lemore",0,FALSE,FALSE,NA,NA
"39","Thorndale: Train #3549 going to Thorndale is operating 11 minutes late. Last at Fern Rock TC.",FALSE,1,2022-11-30 00:46:04,FALSE,"1597753795601211397","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"40","Thorndale: Train #3549 going to Thorndale is operating 11 minutes late. Last at Fern Rock TC.",FALSE,0,2022-11-30 00:46:04,FALSE,"1597753794732883973","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_PAO</a>","SEPTA_PAO",0,FALSE,FALSE,NA,NA
"41","RT @openhearthur: I fucking hate Septa man 😓 these fuck ass kids, the cigarettes, the piss, the homeless people. All of it.",FALSE,0,2022-11-30 00:36:00,FALSE,"1597751263491678209","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","s3lfmadeShan",3,TRUE,FALSE,NA,NA
"42","Media: Train #2355 going to Wawa is operating 10 minutes late. Last at 30th St.",FALSE,1,2022-11-30 00:34:02,FALSE,"1597750768152592388","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"43","Media: Train #2355 going to Wawa is operating 10 minutes late. Last at 30th St.",FALSE,0,2022-11-30 00:34:02,FALSE,"1597750767309541378","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_ELW</a>","SEPTA_MED",0,FALSE,FALSE,NA,NA
"44","Media: Outbound train #2355 will originate at #5 track Suburban Station. Passengers should board train #451 to make this connection.",FALSE,1,2022-11-30 00:32:56,FALSE,"1597750491181682688","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"45","Media: Outbound train #2355 will originate at #5 track Suburban Station. Passengers should board train #451 to make this connection.",FALSE,0,2022-11-30 00:32:56,FALSE,"1597750490091208711","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_ELW</a>","SEPTA_MED",0,FALSE,FALSE,NA,NA
"46","@Marina_Maria_15 @FailSepta @SEPTAPHILLY @SEPTA_SOCIAL Bad hair day?",FALSE,0,2022-11-30 00:28:19,FALSE,"1597749330060120067","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZEETZ610",0,FALSE,FALSE,NA,NA
"47","@mimbro1 Usually get home at 5, legit just getting home now lol https://t.co/aT40dQPmJx",FALSE,0,2022-11-30 00:27:14,FALSE,"1597749056620490752","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_PapoLuca",0,FALSE,FALSE,NA,NA
"48","RT @FailSepta: Did you ever wonder what it's like to be a SEPTA Passenger?
@HeinleKim @_LeslieRichards @ABuschPhilaSJ @SEPTA_SOCIAL @philly…",FALSE,0,2022-11-30 00:26:12,FALSE,"1597748794820800512","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lasavloff",1,TRUE,FALSE,NA,NA
"49","Norristown: Train #2329 going to Wawa is operating 14 minutes late. Last at Elm St.",FALSE,1,2022-11-30 00:24:02,FALSE,"1597748251817660417","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"50","Norristown: Train #2329 going to Wawa is operating 14 minutes late. Last at Elm St.",FALSE,0,2022-11-30 00:24:02,FALSE,"1597748250886520833","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_NOR</a>","SEPTA_NOR",0,FALSE,FALSE,NA,NA
"51","Reminder that Septa Mordane sucked ass and passed out drunk at work. https://t.co/DQEDiMRpuK",FALSE,2,2022-11-30 00:23:07,FALSE,"1597748022037065728","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZoraBora9",0,FALSE,FALSE,NA,NA
"52","@dendrosansa I love the ""Fuck you Septa Mordane"" Club. We're all so sexy.",FALSE,0,2022-11-30 00:22:49,FALSE,"1597747943284838400","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZoraBora9",0,FALSE,FALSE,NA,NA
"53","RT @mixeduppasha: @happysadcoconut SEPTA Officer Fights Man at Train Station https://t.co/n90IyY8Gky",FALSE,0,2022-11-30 00:18:10,FALSE,"1597746773380202497","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SulaymanJabang5",39,TRUE,FALSE,NA,NA
"54","Norristown: Inbound train #2329 is experiencing delays of up to 15 minutes and train #2327 experiencing delays of u… https://t.co/JCtRuHta5A",FALSE,1,2022-11-30 00:18:07,TRUE,"1597746760683855873","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"55","Norristown: Inbound train #2329 is experiencing delays of up to 15 minutes and train #2327 experiencing delays of u… https://t.co/gojFh6XKBj",FALSE,0,2022-11-30 00:18:06,TRUE,"1597746759735853062","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_NOR</a>","SEPTA_NOR",0,FALSE,FALSE,NA,NA
"56","https://t.co/Ht0cow9ZaO
U.S.A Y'ALL remember WOMAN on PHILADELPHIA subway RAPED(last yr)&amp;RIDERS took PHOTO on CELLP… https://t.co/VgTUFOK0T9",FALSE,0,2022-11-30 00:14:47,TRUE,"1597745922649513989","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamesCAMobley7",0,FALSE,FALSE,NA,NA
"57","RT @openhearthur: I fucking hate Septa man 😓 these fuck ass kids, the cigarettes, the piss, the homeless people. All of it.",FALSE,0,2022-11-30 00:13:37,FALSE,"1597745629677391872","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FailSepta",3,TRUE,FALSE,NA,NA
"58","Doylestown: Train #2526 going to Doylestown is operating 11 minutes late. Last at Darby.",FALSE,2,2022-11-30 00:12:03,FALSE,"1597745234196193280","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"59","Doylestown: Train #2526 going to Doylestown is operating 11 minutes late. Last at Darby.",FALSE,0,2022-11-30 00:12:02,FALSE,"1597745233248256007","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_DOY</a>","SEPTA_DOY",0,FALSE,FALSE,NA,NA
"60","I fucking hate Septa man 😓 these fuck ass kids, the cigarettes, the piss, the homeless people. All of it.",FALSE,12,2022-11-30 00:11:05,FALSE,"1597744994034454528","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","openhearthur",3,FALSE,FALSE,NA,NA
"61","West Trenton: Train #3549 going to Thorndale is operating 10 minutes late. Last at West Trenton.",FALSE,1,2022-11-30 00:02:03,FALSE,"1597742717483843585","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"62","West Trenton: Train #3549 going to Thorndale is operating 10 minutes late. Last at West Trenton.",FALSE,0,2022-11-30 00:02:02,FALSE,"1597742716603039744","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_WTR</a>","SEPTA_WTR",0,FALSE,FALSE,NA,NA
"63","Jaliyah and Kevin here signing out. We'll be back tomorrow morning at 6:30am to assist. Have a great rest of your e… https://t.co/ICUaZm9HUk",FALSE,1,2022-11-30 00:00:11,TRUE,"1597742248350740481","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"64","Airport: Train #457 going to University City is operating 30 minutes late. Last at 30th St.",FALSE,1,2022-11-30 00:00:04,FALSE,"1597742218135101449","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"65","Airport: Train #457 going to University City is operating 30 minutes late. Last at 30th St.",FALSE,0,2022-11-30 00:00:03,FALSE,"1597742217187278848","<a href=""http://www.septa.org"" rel=""nofollow"">alert Airport line </a>","SEPTA_AIR",0,FALSE,FALSE,NA,NA
"66","Media: Outbound train #2337 will originate at Temple University Station.",FALSE,1,2022-11-29 23:59:39,FALSE,"1597742116456775680","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"67","Media: Outbound train #2337 will originate at Temple University Station.",FALSE,0,2022-11-29 23:59:39,FALSE,"1597742115542417413","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_ELW</a>","SEPTA_MED",0,FALSE,FALSE,NA,NA
"68","@brovanbrown92 That's correct! ^KG",FALSE,0,2022-11-29 23:58:55,FALSE,"1597741931903197188","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"69","Airport: Outbound train #457 has been canceled to crew issues. The next to to depart is # 8459. The inbound train #… https://t.co/A5w8W2cLNp",FALSE,1,2022-11-29 23:54:38,TRUE,"1597740851714617344","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"70","Airport: Outbound train #457 has been canceled to crew issues. The next to to depart is # 8459. The inbound train #… https://t.co/w0K49af1OI",FALSE,0,2022-11-29 23:54:38,TRUE,"1597740850611625984","<a href=""http://www.septa.org"" rel=""nofollow"">alert Airport line </a>","SEPTA_AIR",0,FALSE,FALSE,NA,NA
"71","Doylestown: Train #6598 going to Doylestown is operating 10 minutes late. Last at North Wales.",FALSE,1,2022-11-29 23:50:02,FALSE,"1597739696658026497","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"72","Doylestown: Train #6598 going to Doylestown is operating 10 minutes late. Last at North Wales.",FALSE,0,2022-11-29 23:50:02,FALSE,"1597739695663882240","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_DOY</a>","SEPTA_DOY",0,FALSE,FALSE,NA,NA
"73","@FailSepta @phillyTRU @SEPTA_SOCIAL someone explain to me please. We all know the traffic on Walnut Street can be a… https://t.co/PHmBn4EQJC",FALSE,0,2022-11-29 23:49:10,TRUE,"1597739476054609920","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BIGMIKE770",0,FALSE,FALSE,NA,NA
"74","@JschwarzJ You got it! ^KG",FALSE,1,2022-11-29 23:48:46,FALSE,"1597739377542979584","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"75","Norristown: Inbound train #2327 experiencing delays of up to 40 minutes due to earlier mechanical issues.",FALSE,1,2022-11-29 23:48:12,FALSE,"1597739233950703618","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"76","Norristown: Inbound train #2327 experiencing delays of up to 40 minutes due to earlier mechanical issues.",FALSE,0,2022-11-29 23:48:12,FALSE,"1597739233103462405","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_NOR</a>","SEPTA_NOR",0,FALSE,FALSE,NA,NA
"77","RT @Marina_Maria_15: @SEPTAPHILLY @SEPTA_SOCIAL And make sure you like cigarette smoke!  That’s all the trains and buses smell of because i…",FALSE,0,2022-11-29 23:47:43,FALSE,"1597739111045300224","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FailSepta",0,TRUE,FALSE,NA,NA
"78","Warminster: Train #461 going to Airport Terminal E-F is operating 10 minutes late. Last at Hatboro.",FALSE,1,2022-11-29 23:46:02,FALSE,"1597738689907625984","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"79","Warminster: Train #461 going to Airport Terminal E-F is operating 10 minutes late. Last at Hatboro.",FALSE,0,2022-11-29 23:46:02,FALSE,"1597738689005862915","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_WAR</a>","SEPTA_WAR",0,FALSE,FALSE,NA,NA
"80","@Marina_Maria_15 @FailSepta @SEPTA_SOCIAL @SEPTAPHILLY I’m surprised normally they cover their faces completely so… https://t.co/bWpxZWexbl",FALSE,1,2022-11-29 23:45:53,TRUE,"1597738650292588545","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BIGMIKE770",0,FALSE,FALSE,NA,NA
"81","@SEPTA_SOCIAL Fern Rock Transportation Center /4-28-57-70.BSL and several train lines.",FALSE,0,2022-11-29 23:35:58,FALSE,"1597736156619501568","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JschwarzJ",0,FALSE,FALSE,NA,NA
"82","RT @stu_bykofsky: SEPTA disagreed; Geller sued in federal court on Bessey's behalf.",FALSE,0,2022-11-29 23:34:34,FALSE,"1597735802653802496","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IvanaNaa4",1,TRUE,FALSE,NA,NA
"83","Doylestown: Train #5229 going to Wilmington is operating 13 minutes late. Last at Doylestown.",FALSE,1,2022-11-29 23:26:08,FALSE,"1597733678658031616","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"84","Doylestown: Train #5229 going to Wilmington is operating 13 minutes late. Last at Doylestown.",FALSE,0,2022-11-29 23:26:07,FALSE,"1597733677819203584","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_DOY</a>","SEPTA_DOY",0,FALSE,FALSE,NA,NA
"85","Thorndale: Train #5340 going to West Trenton is operating 11 minutes late. Last at Langhorne.",FALSE,1,2022-11-29 23:26:02,FALSE,"1597733654448553986","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"86","Thorndale: Train #5340 going to West Trenton is operating 11 minutes late. Last at Langhorne.",FALSE,0,2022-11-29 23:26:02,FALSE,"1597733653446070272","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_PAO</a>","SEPTA_PAO",0,FALSE,FALSE,NA,NA
"87","RT @SEPTAPHILLY: It's STILL #TransitTuesday! Enjoy a Medium Hot or Iced Coffee from Dunkin' for only $1 (+ appl. tax) when you flash your S…",FALSE,0,2022-11-29 23:25:33,FALSE,"1597733534990422017","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hrblock_21",2,TRUE,FALSE,NA,NA
"88","@Abunkbed Glad to hear. ^JR",FALSE,0,2022-11-29 23:24:32,FALSE,"1597733276453859328","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"89","Newark: Train #2526 going to Doylestown is operating 10 minutes late. Last at Newark.",FALSE,2,2022-11-29 23:24:04,FALSE,"1597733159642271745","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"90","Newark: Train #2526 going to Doylestown is operating 10 minutes late. Last at Newark.",FALSE,0,2022-11-29 23:24:04,FALSE,"1597733158698590208","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_WIL</a>","SEPTA_WIL",0,FALSE,FALSE,NA,NA
"91","Still questioning why Philly even pays for septa police if all I ever do is see them standing not near public trans… https://t.co/omXX27MEbW",FALSE,0,2022-11-29 23:23:52,TRUE,"1597733109445070849","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachfeld",0,FALSE,FALSE,NA,NA
"92","Norristown: Outbound train #5250 will board on 1 track from Miquon Station to Norristown Transportation Center is e… https://t.co/hHTfpSiOaQ",FALSE,1,2022-11-29 23:22:10,TRUE,"1597732683613933572","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
